-9.907 -34.812 1324 4.293 34.84 196 1.81 25.3 0 26.3
-9.907 -34.812 1603 4.044 34.956 235.1 1.44 20.7 0 19.9
-9.907 -34.812 1703 3.912 34.972 244.2 1.36 19.8 0 19
-9.907 -34.812 1802 3.733 34.973 250.3 1.33 19.2 0 19.1
-9.907 -34.812 1951 3.533 34.97 252.4 1.32 19 0 20.1
-9.907 -34.812 2997 2.664 34.923 256.3 1.36 19.6 0 31.9
-9.907 -34.812 3246 2.492 34.906 257.2 1.39 19.7 0 35
-9.907 -34.812 3569 2.223 34.879 253.3 1.5 21.2 0 45.3
-9.907 -34.812 3708 2.135 34.869 250.3 1.54 22.1 0 49.9
-9.813 -34.958 2 27.447 36.663 200.6 0.14 0.2 0 1.3
-9.813 -34.958 58 26.844 36.767 204.5 0.12 0.2 0 1.1
-9.813 -34.958 89 25.944 37.122 204.4 0.14 0.2 0 1
-9.813 -34.958 129 23.009 36.798 193 0.31 0.5 0.16 1.4
-9.813 -34.958 188 18.161 35.994 195.4 0.43 3.2 0.01 2
-9.813 -34.958 232 15.216 35.494 198.9 0.63 6.9 0 3
-9.813 -34.958 306 12.209 35.094 187.9 1.06 14.1 0 6
-9.813 -34.958 366 10.175 34.862 185.7 1.36 18.7 0 9.1
-9.813 -34.958 475 7.097 34.541 187 1.82 25.8 0 16.7
-9.813 -34.958 553 5.783 34.452 182.6 2.03 28.9 0 22.1
-9.813 -34.958 602 5.044 34.397 193.5 2.1 29.6 0 25.5
-9.813 -34.958 752 4.046 34.391 192.1 2.22 31.3 0 34.4
-9.813 -34.958 903 3.928 34.483 177.4 2.28 32.2 0 37.6
-9.813 -34.958 1100 4.011 34.615 174.7 2.19 30.9 0 35.3
-9.813 -34.958 1301 4.27 34.796 189 1.91 27.2 0 27.9
-9.813 -34.958 1402 4.314 34.882 204.7 1.71 24.5 0 23.6
-9.813 -34.958 1599 4.182 34.961 232.9 1.46 20.8 0 19
-9.813 -34.958 1695 4.02 34.971 239 1.41 20.2 0 18.7
-9.813 -34.958 1788 3.905 34.978 245.9 1.36 19.5 0 18.4
-9.813 -34.958 1977 3.575 34.974 253.7 1.32 19.1 0 19.8
-9.813 -34.958 2173 3.108 34.949 254.2 1.36 19.5 0 25.3
-9.813 -34.958 2573 2.802 34.93 255 1.39 19.8 0 30
-9.813 -34.958 2943 2.54 34.914 257.2 1.4 20 0 33.6
-9.813 -34.958 3031 2.459 34.907 256.3 1.43 20.2 0 35.9
-9.677 -35.09 5 27.63 36.675 203.3 0.15 0 0 1.7
-9.677 -35.09 39 27.036 36.912 204.1 0.12 0 0.01 1.6
-9.677 -35.09 86 24.987 37.043 205.2 0.2 0 0.01 1.4
-9.677 -35.09 107 23.957 37.011 201.3 0.23 0 0.16 1.4
-9.677 -35.09 153 20.22 36.385 192.9 0.35 1.2 0.03 1.7
-9.677 -35.09 203 17.034 35.805 196.3 0.56 4.2 0.01 2.6
-9.677 -35.09 262 13.417 35.255 197.1 0.89 10.3 0.01 4.6
-9.677 -35.09 351 11.26 34.987 184.9 1.22 16.2 0 7.8
-9.677 -35.09 390 9.921 34.837 164.4 1.53 21.7 0 10.8
-9.677 -35.09 490 7.316 34.569 190 1.76 25.1 0 16.3
-9.677 -35.09 569 5.635 34.437 197.8 1.98 28.5 0 22.5
-9.677 -35.09 648 4.793 34.398 190.9 2.13 31.3 0 27.7
-9.677 -35.09 851 3.998 34.408 192.6 2.21 31.9 0 35.3
-9.677 -35.09 997 3.738 34.451 190 2.22 32.1 0 38.9
-9.677 -35.09 1094 3.84 34.567 180.8 2.19 31.6 0 37.5
-9.677 -35.09 1193 4.014 34.658 179.1 2.1 30.7 0 33.8
-9.677 -35.09 1391 4.283 34.84 196.9 1.79 26.4 0 25.8
-9.677 -35.09 1490 4.225 34.872 207.7 1.71 24.9 0 24.6
-9.677 -35.09 1588 4.283 34.934 220.7 1.56 22.7 0 20.7
-9.677 -35.09 1685 4.209 34.966 233.3 1.43 21 0 18.8
-9.677 -35.09 1783 4.01 34.973 242.5 1.38 20.1 0 18.7
-9.677 -35.09 1980 3.457 34.961 252.9 1.33 19.4 0 21.5
-9.677 -35.09 2158 3.075 34.944 253.7 1.36 19.7 0 26.5
-9.677 -35.09 2260 2.978 34.938 254.2 1.37 19.8 0 28.1
-9.608 -35.172 70 24.65 37.07 198.7 0.2 0.1 0.02 1.6
-9.608 -35.172 102 23.21 36.885 194.7 0.26 0.2 0.15 1.4
-9.608 -35.172 153 19.28 36.192 192.4 0.41 2.2 0.03 1.9
-9.608 -35.172 200 16.55 35.714 197.1 0.55 4.6 0.01 2.7
-10.005 -33.5 1 27.606 36.757 199.3 0.13 0.1 0.01 1.3
-10.005 -33.5 49 27.47 36.882 201.5 0.12 0.1 0.01 1.3
-10.005 -33.5 109 25.801 37.034 206.6 0.13 0.1 0.01 1.1
-10.005 -33.5 159 21.09 36.467 179 0.48 2.4 0.06 1.8
-10.005 -33.5 204 16.631 35.782 151.4 0.95 11.7 0.02 3.8
-10.005 -33.5 229 14.332 35.463 127.9 1.28 17.9 0.01 6.3
-10.005 -33.5 293 11.098 35.025 122.7 1.6 23.8 0.01 10.3
-10.005 -33.5 339 9.697 34.886 109.2 1.89 28 0.01 13.7
-10.005 -33.5 378 8.787 34.777 115.2 2 29.5 0.01 15.2
-10.005 -33.5 467 7.343 34.626 124.4 2.15 32 0.01 19.5
-10.005 -33.5 507 6.882 34.586 129.1 2.2 32.5 0 20.9
-10.005 -33.5 863 4.307 34.449 164.3 2.27 33.5 0 33.5
-10.005 -33.5 1103 3.879 34.597 175.6 2.2 31.5 0 36.1
-10.005 -33.5 1402 4.173 34.873 206.9 1.72 25 0 24.2
-10.005 -33.5 1552 3.972 34.924 226.8 1.54 22.7 0 22
-10.005 -33.5 1702 3.795 34.952 239.9 1.44 21 0 20.5
-10.005 -33.5 1802 3.647 34.956 247.2 1.4 20.4 0 20.8
-10.005 -33.5 1901 3.528 34.956 250.3 1.38 20.1 0 21
-10.005 -33.5 2001 3.376 34.948 249.8 1.39 20.3 0 23.4
-10.005 -33.5 2150 3.258 34.946 252.4 1.39 20.2 0 24.2
-10.005 -33.5 2397 3.06 34.939 253.3 1.38 20.2 0 26.8
-10.005 -33.5 2694 2.865 34.925 251.6 1.4 20.6 0 30.5
-10.005 -33.5 2891 2.781 34.923 254.6 1.36 20.4 0 30.7
-10.005 -33.5 3090 2.697 34.92 255 1.35 20.3 0 32.1
-10.005 -33.5 3388 2.593 34.915 257.6 1.34 20.1 0 32.3
-10.005 -33.5 3586 2.544 34.909 258.1 1.34 20.1 0 33.5
-10.005 -33.5 3784 2.283 34.885 255.9 1.45 21.1 0 41.4
-10.005 -33.5 3983 1.778 34.83 244.2 1.69 24.5 0 65.5
-10.005 -33.5 4185 1.225 34.769 233.3 1.94 27.9 0 90.2
-10.005 -33.5 4335 0.882 34.736 227.7 2.08 29.7 0 104.1
-10.005 -33.5 4616 0.632 34.707 224.6 2.17 31.1 0 115.7
-9.997 -32.495 1 27.465 36.945 199.3 0.1 0 0.01 1.5
-9.997 -32.495 46 27.192 36.964 204.5 0.11 0 0.01 1.6
-9.997 -32.495 93 26.025 37.037 207.9 0.11 0 0.01 1.6
-9.997 -32.495 134 24.307 36.94 205.6 0.21 0 0.02 1.4
-9.997 -32.495 159 21.444 36.535 194.2 0.36 0.6 0.1 1.5
-9.997 -32.495 199 17.288 35.897 145.4 0.95 11.6 0.02 4.1
-9.997 -32.495 224 14.705 35.581 125.7 1.3 18.1 0.02 6.7
-9.997 -32.495 268 11.394 35.086 105.3 1.71 25.2 0.01 11.1
-9.997 -32.495 353 8.555 34.753 121.3 1.97 29.4 0.01 16.7
-9.997 -32.495 403 7.894 34.688 118.7 2.09 31.4 0.01 18.8
-9.997 -32.495 477 7.032 34.605 121.3 2.2 32.9 0 21.4
-9.997 -32.495 552 6.484 34.567 117.8 2.31 34.4 0 23.8
-9.997 -32.495 641 5.635 34.492 144.8 2.28 33.4 0 26.3
-9.997 -32.495 850 4.413 34.435 172.6 2.29 32.9 0 33.2
-9.997 -32.495 1024 3.911 34.506 173.4 2.29 32.7 0 38.3
-9.997 -32.495 1109 3.994 34.604 172.6 2.2 31.7 0 36.4
-9.997 -32.495 1209 4.029 34.687 179.9 2.06 30 0 33.5
-9.997 -32.495 1507 4.137 34.92 220.3 1.58 23.4 0 22.6
-9.997 -32.495 1606 3.967 34.944 233.3 1.5 21.9 0 21.4
-9.997 -32.495 1705 3.864 34.968 243.8 1.38 20.4 0 19.5
-9.997 -32.495 1805 3.642 34.96 247.2 1.38 20.3 0 21.2
-9.997 -32.495 1904 3.574 34.972 253.3 1.32 19.5 0.01 20.1
-9.997 -32.495 2085 3.384 34.966 255.9 1.32 19.5 0.01 22
-9.997 -32.495 2304 3.091 34.943 252.4 1.37 20.3 0 27.3
-9.997 -32.495 2503 2.916 34.931 251.6 1.4 20.7 0.01 30.9
-9.997 -32.495 2751 2.813 34.928 254.2 1.37 20.3 0 30.9
-9.997 -32.495 3000 2.723 34.925 255.9 1.36 20.2 0.01 31.4
-9.997 -32.495 3349 2.613 34.915 257.2 1.37 20.2 0 32.6
-9.997 -32.495 3647 2.435 34.901 258.5 1.39 20.5 0 37
-9.997 -32.495 3896 2.023 34.859 249.4 1.56 23.1 0.01 54.5
-9.997 -32.495 4144 1.484 34.797 237.7 1.81 26.5 0 78.5
-9.997 -32.495 4293 1.155 34.761 231.6 1.95 28.3 0 93
-9.997 -32.495 4442 0.882 34.733 226.8 2.04 29.7 0 104.4
-9.997 -32.495 4590 0.755 34.719 225.5 2.11 30.4 0 109.6
-9.997 -32.495 4767 0.641 34.705 223.8 2.16 31.1 0 115.6
-9.998 -31.248 2 27.15 36.82 201 0.13 0 0.01 1.4
-9.998 -31.248 57 27.073 36.841 206.3 0.12 0 0 1.3
-9.998 -31.248 89 26.2 36.82 207.1 0.12 0 0 1.3
-9.998 -31.248 124 24.349 36.828 207.4 0.2 0 0 1.3
-9.998 -31.248 152 20.797 36.393 184.6 0.45 2.2 0.11 1.8
-9.998 -31.248 164 19.529 36.201 172.8 0.6 5.1 0.04 2.5
-9.998 -31.248 194 16.431 35.749 146.2 0.97 12.6 0.02 4.3
-9.998 -31.248 244 12.129 35.174 99.2 1.63 24.5 0.01 9.8
-9.998 -31.248 282 10.387 34.965 100 1.81 27.5 0.01 13
-9.998 -31.248 648 5.494 34.492 134.8 2.32 34.4 0 27.2
-9.998 -31.248 746 4.721 34.465 148.2 2.35 34.4 0 31.7
-9.998 -31.248 849 4.205 34.472 163 2.3 33.5 0 35.4
-9.998 -31.248 955 4.01 34.526 170 2.24 32.5 0 37
-9.998 -31.248 1092 4.068 34.634 169.5 2.16 31.5 0 34.7
-9.998 -31.248 1225 4.123 34.738 180.8 2.01 29.1 0 31
-9.998 -31.248 1472 4.174 34.909 215.5 1.61 23.6 0 22.7
-9.998 -31.248 1676 4.005 34.964 238.1 1.41 20.9 0 19.3
-9.998 -31.248 1876 3.563 34.965 252 1.32 19.7 0 20.6
-9.998 -31.248 2077 3.323 34.956 253.3 1.32 19.7 0 23.2
-9.998 -31.248 2267 3.148 34.947 253.3 1.33 19.8 0 25.5
-9.998 -31.248 2470 2.947 34.932 250.7 1.39 20.5 0 29.9
-9.998 -31.248 2718 2.833 34.927 252.4 1.37 20.4 0 31.2
-9.998 -31.248 2968 2.723 34.921 253.3 1.37 20.3 0 32.1
-9.998 -31.248 3209 2.63 34.916 256.8 1.35 19.9 0 31.6
-9.998 -31.248 3459 2.498 34.909 258.9 1.35 19.9 0 32.9
-9.998 -31.248 3703 2.266 34.886 255 1.44 21.1 0 42.2
-9.998 -31.248 3948 1.885 34.842 246.8 1.57 23.6 0 59.5
-9.998 -31.248 4194 1.453 34.794 239 1.81 26.3 0 79.6
-9.998 -31.248 4435 1.102 34.754 230.7 1.95 28.4 0 95.6
-9.998 -31.248 4672 0.841 34.727 225.5 2.06 29.8 0 106.9
-9.998 -31.248 4980 0.668 34.71 223.8 2.12 30.7 0 115.2
-9.998 -31.248 5138 0.591 34.695 222.5 2.1 31.3 0 118.1
-9.998 -31.248 5273 0.548 34.692 222 2.2 31.4 0 121.4
-10.005 -30.005 0 26.893 36.689 201.9 0.15 0.1 0 1.5
-10.005 -30.005 72 26.612 36.92 206.7 0.16 0.1 0 1.5
-10.005 -30.005 120 22.76 36.672 201.7 0.27 0.1 0.04 1.5
-10.005 -30.005 147 20.383 36.338 181.1 0.49 2.9 0.08 2
-10.005 -30.005 194 15.79 35.658 146.6 1.03 13.4 0.01 5
-10.005 -30.005 220 14.068 35.434 116.6 1.37 19.7 0.01 7.6
-10.005 -30.005 285 10.592 34.992 100 1.79 27.3 0 12.6
-10.005 -30.005 319 9.416 34.861 104.4 1.94 29.4 0 15
-10.005 -30.005 397 7.977 34.698 104.4 2.09 31.8 0 18.2
-10.005 -30.005 596 5.982 34.516 135.2 2.26 33.7 0 24.4
-10.005 -30.005 674 5.347 34.472 148.3 2.29 33.6 0 27.3
-10.005 -30.005 753 4.874 34.459 153 2.34 34 0 30.3
-10.005 -30.005 793 4.624 34.457 157.8 2.34 34 0 31.9
-10.005 -30.005 827 4.49 34.457 157.8 2.32 33.9 0 33
-10.005 -30.005 827 4.49 34.453 156.5 2.31 33.9 0 32.9
-10.005 -30.005 877 4.218 34.458 163.9 2.3 33.5 0 35.6
-10.005 -30.005 990 3.951 34.528 170.8 2.24 32.6 0 37.8
-10.005 -30.005 1106 3.889 34.601 175.6 2.16 31.4 0.01 37.1
-10.005 -30.005 1206 3.989 34.719 184.7 1.99 29.1 0.01 32.9
-10.005 -30.005 1406 4.142 34.891 211.2 1.66 24.5 0.01 24.8
-10.005 -30.005 1605 3.941 34.957 238.6 1.43 21 0 20.4
-10.005 -30.005 1804 3.612 34.967 252 1.32 19.7 0 20.4
-10.005 -30.005 2004 3.359 34.959 253.7 1.33 19.6 0 22.7
-10.005 -30.005 2203 3.126 34.943 254.6 1.35 20.1 0 26.6
-10.005 -30.005 2502 2.884 34.927 251.6 1.4 20.8 0 31.9
-10.005 -30.005 2800 2.741 34.918 251.1 1.43 21 0 34.8
-10.005 -30.005 2999 2.691 34.919 253.7 1.4 20.6 0 33.5
-10.005 -30.005 3299 2.589 34.916 255.5 1.4 20.5 0 33.5
-10.005 -30.005 3597 2.392 34.897 256.8 1.43 20.8 0 38.9
-10.005 -30.005 3896 2.007 34.856 249.4 1.57 23 0 54.2
-10.005 -30.005 4145 1.457 34.795 237.2 1.83 26.5 0.01 78.5
-10.005 -30.005 4394 1.099 34.756 231.6 1.98 28.4 0.01 93.3
-10.005 -30.005 4593 0.887 34.732 227.7 2.07 29.8 0 105.7
-10.005 -30.005 4792 0.753 34.72 225.9 2.13 30.6 0 111.3
-10.005 -30.005 4991 0.635 34.704 224.6 2.17 31.2 0 116.6
-10.005 -30.005 5182 0.558 34.693 222.9 2.21 31.4 0 118.5
-10.005 -30.005 5326 0.54 34.689 222.9 2.22 31.6 0 119.2
-8.995 -28.998 2 26.985 36.671 203.7 0.14 0.1 0.01 1.5
-8.995 -28.998 44 26.845 36.676 205 0.14 0.1 0.01 1.3
-8.995 -28.998 64 26.721 36.744 202.3 0.13 0.1 0.01 1.3
-8.995 -28.998 110 25.075 36.825 207.9 0.15 0 0.01 1.3
-8.995 -28.998 146 19.904 36.242 156.7 0.7 6.9 0.08 3
-8.995 -28.998 176 16.115 35.721 138.4 1.05 14.1 0.02 5
-8.995 -28.998 211 13.568 35.37 113.5 1.41 20.7 0.01 8.3
-8.995 -28.998 260 11.267 35.087 94.8 1.75 26.7 0.01 12
-8.995 -28.998 310 9.412 34.871 92.2 1.97 30.3 0.01 15.3
-8.995 -28.998 410 7.862 34.695 96.5 2.18 33.5 0 19.5
-8.995 -28.998 479 7.144 34.629 100 2.27 34.7 0 22.1
-8.995 -28.998 666 5.345 34.478 145.2 2.29 33.8 0 27.8
-8.995 -28.998 799 4.568 34.447 160.8 2.3 33.8 0 32.8
-8.995 -28.998 833 4.408 34.448 166.5 2.29 33.4 0 33.9
-8.995 -28.998 961 4.141 34.517 160.8 2.31 33.6 0 36.4
-8.995 -28.998 1011 4.042 34.561 164.7 2.26 32.8 0 36.4
-8.995 -28.998 1151 4.09 34.699 176.5 2.05 30.2 0 32.4
-8.995 -28.998 1290 4.198 34.816 192.1 1.83 27.2 0 27.5
-8.995 -28.998 1438 4.136 34.892 211.6 1.62 24.3 0.01 23.8
-8.995 -28.998 1586 4.012 34.942 230.3 1.47 22.1 0.01 21.1
-8.995 -28.998 1736 3.844 34.959 241.2 1.38 20.9 0 20.5
-8.995 -28.998 1884 3.62 34.955 245.9 1.36 20.5 0 22.2
-8.995 -28.998 2032 3.425 34.95 248.1 1.36 20.5 0 24.4
-8.995 -28.998 2227 3.14 34.927 243.8 1.42 21.4 0.01 31.1
-8.995 -28.998 2517 2.922 34.921 245.1 1.4 21.4 0.01 34.1
-8.995 -28.998 2817 2.806 34.923 251.6 1.38 20.8 0.01 33.3
-8.995 -28.998 3065 2.708 34.919 253.3 1.38 20.6 0.01 34
-8.995 -28.998 3294 2.611 34.915 258.5 1.37 20.4 0.01 34.1
-8.995 -28.998 3552 2.476 34.905 257.2 1.38 20.5 0.01 36.5
-8.995 -28.998 3889 1.952 34.849 247.2 1.58 23.5 0.01 58.3
-8.995 -28.998 4232 1.26 34.773 234.6 1.89 27.6 0.01 88.5
-8.995 -28.998 4576 0.889 34.733 227.7 2.04 29.5 0.02 104.3
-8.995 -28.998 4982 0.747 34.714 225.1 2.12 30.6 0.02 112
-8.995 -28.998 5325 0.642 34.698 223.3 2.17 31.3 0.02 118.1
-8.995 -28.998 5487 0.603 34.693 222 2.2 31.6 0.02 120.5
-7.948 -27.967 3 26.805 36.539 202.4 0.15 0.1 0 1.2
-7.948 -27.967 3 26.804 36.542 201.9 0.16 0.1 0 1.2
-7.948 -27.967 62 26.621 36.574 203.7 0.15 0.1 0 1.2
-7.948 -27.967 83 26.325 36.745 205.4 0.14 0.1 0 1.2
-7.948 -27.967 103 25.619 36.764 204 0.15 0 0 1.2
-7.948 -27.967 123 23.366 36.736 199.1 0.26 0.1 0.03 1.2
-7.948 -27.967 153 19.584 36.24 170.7 0.61 5.3 0.06 2.2
-7.948 -27.967 153 19.499 36.228 170.7 0.61 5.5 0.06 2.3
-7.948 -27.967 163 18.104 36.01 152.8 0.81 9.6 0.04 3.3
-7.948 -27.967 183 16.105 35.729 128.8 1.11 15.3 0.02 5.3
-7.948 -27.967 183 16.191 35.732 129.2 1.11 15.2 0.02 5.2
-7.948 -27.967 202 14.529 35.525 111.4 1.35 19.6 0.01 7.1
-7.948 -27.967 202 14.651 35.564 112.2 1.31 19 0.01 6.8
-7.948 -27.967 232 12.317 35.229 104 1.57 23.6 0.01 9.5
-7.948 -27.967 262 10.729 35.021 100.5 1.76 26.8 0.01 12.1
-7.948 -27.967 262 10.747 35.02 100.9 1.76 26.7 0.01 12.1
-7.948 -27.967 291 9.659 34.89 97 1.91 29.2 0.01 14.4
-7.948 -27.967 321 8.774 34.793 97.8 2.03 31 0.01 16.4
-7.948 -27.967 346 8.338 34.744 97.8 2.09 32.1 0 17.6
-7.948 -27.967 411 7.513 34.658 103.5 2.19 33.3 0 20
-7.948 -27.967 456 6.833 34.595 112.6 2.24 33.9 0 22
-7.948 -27.967 456 6.851 34.594 112.2 2.24 33.9 0 22
-7.948 -27.967 506 6.435 34.564 117.4 2.28 34.3 0 23.6
-7.948 -27.967 550 6.073 34.536 128.3 2.28 34 0.01 24.7
-7.948 -27.967 753 4.818 34.459 151.3 2.22 33.3 0 30.8
-7.948 -27.967 792 4.65 34.463 154.8 2.31 34 0 31.8
-7.948 -27.967 861 4.323 34.478 158.7 2.32 33.8 0 34.3
-7.948 -27.967 862 4.307 34.48 158.7 2.31 33.8 0 34.2
-7.948 -27.967 956 4.11 34.536 162.1 2.26 33.1 0 35.3
-7.948 -27.967 1090 4.081 34.655 170.8 2.1 31.1 0 32.9
-7.948 -27.967 1209 4.143 34.776 186.9 1.86 28 0 28.7
-7.948 -27.967 1357 4.164 34.868 204.7 1.68 25.3 0 24.7
-7.948 -27.967 1505 4.055 34.924 222.5 1.51 23 0.01 22.1
-7.948 -27.967 1702 3.789 34.95 239 1.39 21.2 0 21.7
-7.948 -27.967 1702 3.789 34.949 238.5 1.36 21.2 0 21.6
-7.948 -27.967 1849 3.647 34.958 246.4 1.33 20.4 0 21.6
-7.948 -27.967 1995 3.415 34.942 244.6 1.34 20.8 0 25.4
-7.948 -27.967 1996 3.416 34.942 244.2 1.38 21 0 25.6
-7.948 -27.967 2291 3.066 34.924 243.3 1.43 21.6 0 31.7
-7.948 -27.967 2488 2.906 34.916 242.9 1.43 21.8 0 35
-7.948 -27.967 2488 2.907 34.916 243.3 1.43 21.8 0 35.1
-7.948 -27.967 2859 2.742 34.91 245 1.42 21.7 0 37.2
-7.948 -27.967 3258 2.622 34.916 254.6 1.33 20.4 0 34.1
-7.948 -27.967 3259 2.621 34.913 255 1.32 20.5 0 34.2
-7.948 -27.967 3458 2.517 34.908 257.2 1.3 20.3 0 35.5
-7.948 -27.967 3658 2.326 34.891 255.5 1.39 21.2 0 41.7
-7.948 -27.967 3658 2.327 34.89 255 1.39 21.2 0 41.6
-7.948 -27.967 3932 1.823 34.836 245.5 1.61 24.1 0 64
-7.948 -27.967 4182 1.29 34.782 235.5 1.84 27.1 0.01 87
-7.948 -27.967 4417 0.954 34.743 229.8 1.97 29.1 0 102
-7.948 -27.967 4417 0.954 34.742 229.4 1.99 29.2 0 101.7
-7.948 -27.967 4761 0.797 34.723 226.4 2.06 30.1 0 109
-7.948 -27.967 5105 0.722 34.712 224.6 2.11 30.7 0 114.4
-7.948 -27.967 5105 0.722 34.71 224.6 2.11 30.7 0 113.4
-7.948 -27.967 5459 0.643 34.699 222.9 2.16 31.3 0 118.3
-7.948 -27.967 5594 0.614 34.696 222 2.16 31.5 0 120.1
-7.948 -27.967 5594 0.614 34.694 222.5 2.16 31.5 0 120.3
-7.002 -26.545 1 26.638 36.518 203.2 0.16 0 0.01 1.5
-7.002 -26.545 79 25.513 36.728 211.4 0.15 0 0.01 1.4
-7.002 -26.545 119 21.467 36.43 176.8 0.49 2.8 0.19 2.1
-7.002 -26.545 129 18.364 36.066 151 0.81 9.4 0.04 3.5
-7.002 -26.545 160 14.547 35.515 113.1 1.33 19.3 0.02 7.2
-7.002 -26.545 169 13.245 35.339 103.5 1.49 22.4 0.01 8.8
-7.002 -26.545 234 10.957 35.043 94.4 1.76 27.2 0.01 12.2
-7.002 -26.545 283 9.978 34.917 98.7 1.88 28.8 0.01 14.2
-7.002 -26.545 343 9.187 34.83 94.4 2 30.9 0.01 16.1
-7.002 -26.545 422 8.128 34.72 95.7 2.14 33 0 18.8
-7.002 -26.545 516 6.965 34.611 107.4 2.25 34.3 0 21.9
-7.002 -26.545 620 5.98 34.534 120 2.34 35 0 25.5
-7.002 -26.545 714 5.185 34.48 140.4 2.32 34.2 0.01 28.9
-7.002 -26.545 774 4.817 34.47 148.2 2.34 34.3 0.01 31.4
-7.002 -26.545 881 4.357 34.503 151.3 2.31 33.9 0.01 34.8
-7.002 -26.545 969 4.102 34.567 162.6 2.26 32.7 0 35.6
-7.002 -26.545 1087 4.098 34.689 174.3 2.08 30.4 0 32.8
-7.002 -26.545 1247 4.305 34.85 196.9 1.77 26.2 0 25.4
-7.002 -26.545 1392 4.277 34.931 218.6 1.55 23.1 0 21.2
-7.002 -26.545 1562 4.047 34.964 237.2 1.41 20.9 0 19.1
